time,device,signals,fault
145,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
146,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
147,MAX4883,"0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
148,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1",0x1
149,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
149,pc1041,"0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
150,SN74AHC2731,"0x0,0x1",0x0
150,uln2803a1,"0x0,0x1",0x0
150,pc1041,"0x1,0x0",0x0
151,SN74AHC2732,"0x0,0x1",0x0
151,uln2803a2,"0x0,0x1",0x0
151,pc1041,"0x1,0x0",0x0
152,SN74HC175,"0x0,0x1",0x0
152,uln2803a3,"0x0,0x1",0x0
152,JB1910,"0x1,0x0",0x0
153,ADS83441,"0x0,0x1",0x0
153,pc1042,"0x0,0x1",0x0
154,ADS83442,"0x0,0x1",0x0
154,pc1042,"0x0,0x1",0x0
155,JB1910,"0x0,0x1",0x0
155,pc1041,"0x1,0x1",0x0
156,W25Q5121,"0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
156,pc1041,"0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
157,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1",0x1
158,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
159,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
160,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
161,MAX4884,"0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
162,TJA1050,"0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
162,pc1041,"0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
163,SN74AHC2731,"0x0,0x1",0x0
163,uln2803a1,"0x1,0x1",0x0
163,pc1041,"0x0,0x0",0x0
164,SN74AHC2732,"0x0,0x0",0x5
164,uln2803a2,"0x0,0x1",0x5
164,pc1041,"0x1,0x0",0x5
165,SN74HC175,"0x0,0x1",0x0
165,uln2803a3,"0x0,0x1",0x0
165,JB1910,0x1,0x0
165,pc1042,0x0,0x0
166,ADS83441,"0x0,0x1",0x0
166,pc1042,"0x0,0x1",0x0
167,ADS83442,"0x0,0x1",0x0
167,pc1042,"0x0,0x1",0x0
168,JB1910,"0x0,0x1",0x0
168,pc1041,"0x0,0x1",0x0
169,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
169,pc1041,"0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
170,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
170,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
171,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
172,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
173,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
174,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
175,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
175,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
176,SN74AHC2731,"0x1,0x1",0x5
176,uln2803a1,"0x0,0x1",0x5
176,pc1041,"0x1,0x0",0x5
177,SN74AHC2732,"0x0,0x1",0x0
177,uln2803a2,"0x0,0x1",0x0
177,pc1041,"0x1,0x0",0x0
178,SN74HC175,"0x0,0x1",0x0
178,uln2803a3,"0x0,0x1",0x0
178,pc1042,0x1,0x0
178,JB1910,0x0,0x0
179,ADS83441,"0x0,0x1",0x0
179,pc1042,"0x0,0x1",0x0
180,ADS83442,"0x1,0x1",0x5
180,pc1042,"0x0,0x1",0x5
181,JB1910,"0x0,0x1",0x0
181,pc1041,"0x0,0x1",0x0
182,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
182,pc1041,"0x0,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
183,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
183,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
184,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
185,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
186,MAX4883,"0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x3
187,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
188,TJA1050,"0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
188,pc1041,"0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
189,SN74AHC2731,"0x0,0x1",0x0
189,uln2803a1,"0x0,0x1",0x0
189,pc1041,"0x1,0x0",0x0
190,SN74AHC2732,"0x0,0x1",0x0
190,uln2803a2,"0x1,0x1",0x0
190,pc1041,"0x0,0x0",0x0
191,SN74HC175,"0x0,0x1",0x0
191,uln2803a3,"0x0,0x1",0x0
191,pc1042,0x1,0x0
191,JB1910,0x0,0x0
192,ADS83441,"0x0,0x1",0x0
192,pc1042,"0x0,0x1",0x0
193,ADS83442,"0x0,0x0",0x5
193,pc1042,"0x0,0x1",0x5
194,JB1910,"0x0,0x1",0x0
194,pc1041,"0x0,0x1",0x0
195,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0",0x3
195,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0",0x3
196,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
196,pc1041,"0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
197,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
198,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
199,MAX4883,"0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x3
200,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
201,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
201,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
202,SN74AHC2731,"0x0,0x1",0x0
202,uln2803a1,"0x0,0x1",0x0
202,pc1041,"0x1,0x0",0x0
203,SN74AHC2732,"0x0,0x1",0x0
203,uln2803a2,"0x0,0x1",0x0
203,pc1041,"0x1,0x0",0x0
204,SN74HC175,"0x0,0x1",0x0
204,uln2803a3,"0x0,0x1",0x0
204,pc1042,0x1,0x0
204,JB1910,0x0,0x0
205,ADS83441,"0x0,0x1",0x0
205,pc1042,"0x0,0x1",0x0
206,ADS83442,"0x0,0x1",0x0
206,pc1042,"0x0,0x1",0x0
207,JB1910,"0x0,0x1",0x0
207,pc1041,"0x0,0x1",0x0
208,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
208,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
209,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
210,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
211,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
212,MAX4883,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
213,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
214,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x1
214,pc1041,"0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x1
215,SN74AHC2731,"0x0,0x1",0x5
215,uln2803a1,"0x0,0x1",0x5
215,pc1041,"0x1,0x1",0x5
216,SN74AHC2732,"0x0,0x0",0x5
216,uln2803a2,"0x0,0x1",0x5
216,pc1041,"0x1,0x0",0x5
217,SN74HC175,"0x0,0x1",0x5
217,uln2803a3,"0x0,0x1",0x5
217,pc1042,0x0,0x5
217,JB1910,0x0,0x5
218,ADS83441,"0x0,0x1",0x0
218,pc1042,"0x0,0x1",0x0
219,ADS83442,"0x1,0x1",0x5
219,pc1042,"0x0,0x1",0x5
220,JB1910,"0x0,0x1",0x0
220,pc1041,"0x0,0x1",0x0
221,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
221,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1",0x3
222,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
222,pc1041,"0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
223,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
224,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
225,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0",0x3
226,MAX4884,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
227,TJA1050,"0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x1
228,SN74AHC2731,"0x0,0x1",0x0
228,uln2803a1,"0x0,0x1",0x0
228,pc1041,"0x1,0x0",0x0
229,SN74AHC2732,"0x0,0x1",0x0
229,uln2803a2,"0x0,0x1",0x0
229,pc1041,"0x1,0x0",0x0
230,SN74HC175,"0x0,0x1",0x0
230,uln2803a3,"0x0,0x1",0x0
230,JB1910,"0x1,0x0",0x0
231,ADS83441,"0x0,0x1",0x0
231,pc1042,"0x0,0x1",0x0
232,ADS83442,"0x0,0x1",0x0
232,pc1042,"0x0,0x1",0x0
233,JB1910,"0x0,0x1",0x0
233,pc1041,"0x0,0x1",0x0
234,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
234,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
235,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1",0x1
236,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
237,MAX4882,"0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x1
238,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
239,MAX4884,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
240,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0",0x1
241,SN74AHC2731,"0x0,0x1",0x0
241,uln2803a1,"0x0,0x1",0x0
241,pc1041,"0x1,0x0",0x0
242,SN74AHC2732,"0x0,0x1",0x0
242,uln2803a2,"0x0,0x1",0x0
242,pc1041,"0x1,0x0",0x0
243,SN74HC175,"0x0,0x1",0x0
243,uln2803a3,"0x0,0x0",0x0
243,pc1042,0x1,0x0
243,JB1910,0x1,0x0
244,ADS83441,"0x0,0x1",0x0
244,pc1042,"0x0,0x1",0x0
245,ADS83442,"0x0,0x1",0x0
245,pc1042,"0x0,0x1",0x0
246,JB1910,"0x0,0x1",0x0
246,pc1041,"0x0,0x1",0x0
247,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
247,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
248,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
248,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
249,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0",0x3
250,MAX4882,"0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0",0x3
251,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
252,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
253,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x2
254,SN74AHC2731,"0x0,0x1",0x0
254,uln2803a1,"0x0,0x1",0x0
254,pc1041,"0x1,0x0",0x0
255,SN74AHC2732,"0x0,0x1",0x0
255,uln2803a2,"0x0,0x1",0x0
255,pc1041,"0x1,0x0",0x0
256,SN74HC175,"0x0,0x1",0x0
256,uln2803a3,"0x1,0x1",0x0
256,JB1910,"0x0,0x0",0x0
257,ADS83441,"0x0,0x1",0x0
257,pc1042,"0x0,0x1",0x0
258,ADS83442,"0x0,0x1",0x0
258,pc1042,"0x0,0x1",0x0
259,JB1910,"0x0,0x1",0x0
259,pc1041,"0x1,0x1",0x0
260,W25Q5121,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
261,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
261,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
262,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
263,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
264,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
265,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0",0x3
266,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x4
266,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1",0x4
267,SN74AHC2731,"0x0,0x1",0x0
267,uln2803a1,"0x0,0x1",0x0
267,pc1041,"0x1,0x0",0x0
268,SN74AHC2732,"0x0,0x1",0x5
268,uln2803a2,"0x0,0x1",0x5
268,pc1041,"0x1,0x1",0x5
269,SN74HC175,"0x0,0x1",0x0
269,uln2803a3,"0x0,0x1",0x0
269,pc1042,0x1,0x0
269,JB1910,0x0,0x0
270,ADS83441,"0x0,0x1",0x0
270,pc1042,"0x0,0x1",0x0
271,ADS83442,"0x0,0x1",0x0
271,pc1042,"0x0,0x1",0x0
272,JB1910,"0x0,0x1",0x0
272,pc1041,"0x0,0x1",0x0
273,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
273,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
274,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
274,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
275,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
276,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
277,MAX4883,"0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x1
278,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
279,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
279,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
280,SN74AHC2731,"0x0,0x1",0x0
280,uln2803a1,"0x0,0x1",0x0
280,pc1041,"0x1,0x0",0x0
281,SN74AHC2732,"0x0,0x1",0x0
281,uln2803a2,"0x0,0x1",0x0
281,pc1041,"0x1,0x0",0x0
282,SN74HC175,"0x0,0x1",0x0
282,uln2803a3,"0x0,0x1",0x0
282,pc1042,0x1,0x0
282,JB1910,0x0,0x0
283,ADS83441,"0x0,0x1",0x0
283,pc1042,"0x0,0x1",0x0
284,ADS83442,"0x1,0x1",0x5
284,pc1042,"0x0,0x1",0x5
285,JB1910,"0x0,0x1",0x0
285,pc1041,"0x0,0x1",0x0
286,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x1
286,pc1041,"0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1",0x1
287,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
287,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
288,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
289,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
290,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
291,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
